행정구역명,학원/교습소,학원명,도로명주소,분야명,교습계열명,교습과정목록명,정원합계,개설일자,적재일시
서초구,학원,귤냥이교육센터학원,서울특별시 서초구 고무래로10길 42,국제화,외국어,실용외국어(유아/초?중?고),88,20190207,20240428
서초구,학원,비탑영어그릿수학831서초학원,서울특별시 서초구 고무래로10길 42,입시.검정 및 보습,보통교과,보습,112,20190207,20250518
강남구,교습소,우리영어교습소,서울특별시 강남구 논현로10길 30,입시.검정 및 보습,보통교과,영어(중등),14,20190201,20231018
금천구,학원,동일평생교육학원,서울특별시 금천구 가산디지털1로 128,직업기술,경영?사무관리,,20,20190201,20231018
양천구,학원,잇올스파르타관리형독서실,서울특별시 양천구 목동동로 339,독서실,독서,독서실(유아/초?중?고),312,20190201,20260426
노원구,교습소,보람해법수학교습소,서울특별시 노원구 한글비석로 474,입시.검정 및 보습,보통교과,초등 A,15,20190207,20250907
노원구,교습소,해법영어보람교실영어교습소,서울특별시 노원구 한글비석로 474,입시.검정 및 보습,보통교과,초등특강,21,20190207,20260809
양천구,학원,스콜라수학학원,서울특별시 양천구 목동서로 301-5,입시.검정 및 보습,보통교과,보습,98,20190207,20250330
양천구,학원,준과학고3전문학원,서울특별시 양천구 신목로 106,입시.검정 및 보습,보통교과,보습?논술,0,20190207,20260201
성북구,교습소,잉글탱글잉글리쉬영어교습소,서울특별시 성북구 솔샘로25길 20,입시.검정 및 보습,보통교과,,10,20190207,20231018
송파구,교습소,라뮤즈스튜디오음악교습소,서울특별시 송파구 새말로 62,예능(대),예능(중),"실용음악A(선택과목:피아노,기타,드럼,보컬)(4.2주)(주1회,회60분)",56,20190207,20260621
서초구,학원,창작공방문예창작학원,서울특별시 서초구 방배중앙로21길 46,입시.검정 및 보습,보통교과,보습?논술,14,20170217,20260628
동작구,학원,민족부사관장교군무원학원,서울특별시 동작구 노량진로8길 3,인문사회(대),인문사회(중),성인고시,1870,20190207,20240128
노원구,학원,삼성영어셀레나일대일수학태랑학원,서울특별시 노원구 화랑로51길 38,입시.검정 및 보습,보통교과,보습,191,20190211,20260802
송파구,학원,씨앤씨(C&C)미술학원,서울특별시 송파구 백제고분로 365,예능(대),예능(중),미술,800,20190211,20260621
성북구,학원,오름학원,서울특별시 성북구 월곡로 77,입시.검정 및 보습,보통교과,보습?논술,100,20190121,20250223
양천구,교습소,목동조이피아노교습소,서울특별시 양천구 목동동로 350,예능(대),예능(중),"피아노일반(초,중)",12,20190211,20250406
양천구,교습소,차샘영어교습소,서울특별시 양천구 목동서로 57,입시.검정 및 보습,보통교과,,18,20190211,20231018
서대문구,교습소,투탑영어교습소,서울특별시 서대문구 증가로 150,입시.검정 및 보습,보통교과,초등영어1,4,20190131,20260426
성동구,학원,쥬트옥수아뜰리에미술학원,서울특별시 성동구 매봉길 48,예능(대),예능(중),"미술,",36,20190211,20231018
성북구,학원,미래인재학원,서울특별시 성북구 동소문로 248,입시.검정 및 보습,보통교과,보습,447,20190131,20260607
강동구,학원,잇올스파르타관리형프리미엄독서실,서울특별시 강동구 양재대로 1458,독서실,독서,독서실(유아/초?중?고),165,20190211,20260426
강동구,학원,잇올스파르타독학관리학원,서울특별시 강동구 양재대로 1458,입시.검정 및 보습,보통교과,보습,40,20190211,20260614
은평구,학원,멜로디음악학원,서울특별시 은평구 통일로 630,예능(대),예능(중),음악,550,20190211,20231018
은평구,학원,제시카스쿨영어전문학원,서울특별시 은평구 통일로 630,입시.검정 및 보습,보통교과,"보습,",34,20190130,20231018
강서구,교습소,미래엔영어교습소,서울특별시 강서구 공항대로 124,입시.검정 및 보습,보통교과,영어(초등),16,20190212,20250112
은평구,교습소,숙명피아노교습소,서울특별시 은평구 갈현로37길 1,예능(대),예능(중),피아노(초급),12,20190128,20250330
은평구,학원,벨라보체음악학원,서울특별시 은평구 백련산로 38,예능(대),예능(중),음악,550,20190114,20240317
은평구,학원,온리원에듀학원,서울특별시 은평구 연서로19길 8,입시.검정 및 보습,보통교과,보습?논술,80,20190114,20250824
강남구,학원,강남하이퍼의대관독서실,서울특별시 강남구 강남대로92길 33,독서실,독서,독서실(일반인),1554,20190212,20260201
노원구,학원,편입엔편입학원,서울특별시 노원구 노해로75길 14-26,인문사회(대),인문사회(중),대학편입,210,20190222,20260607
성북구,교습소,위상수학교습소,서울특별시 성북구 숭인로2길 61,입시.검정 및 보습,보통교과,,8,20190212,20231018
광진구,교습소,하이클래스영어전문2관영어교습소,서울특별시 광진구 뚝섬로56길 34,입시.검정 및 보습,보통교과,,20,20190211,20231018
마포구,학원,레더오브레전드가죽공예학원,서울특별시 마포구 잔다리로 77,기예(대),기예(중),,30,20190129,20231018
양천구,교습소,아이리스영어교습소,서울특별시 양천구 신목로6길 6-15,입시.검정 및 보습,보통교과,고등영어,45,20190213,20250713
강동구,학원,강동스카이학원,서울특별시 강동구 고덕로 105,입시.검정 및 보습,보통교과,"보습,",120,20190214,20250112
동대문구,학원,한은정국어전문학원,서울특별시 동대문구 답십리로 264,입시.검정 및 보습,보통교과,보습?논술,120,20190214,20250914
송파구,학원,제이엠영어학원,서울특별시 송파구 오금로44길 48,입시.검정 및 보습,보통교과,,36,20190218,20231018
성북구,교습소,리듬영어교습소,서울특별시 성북구 오패산로 46,입시.검정 및 보습,보통교과,고등영어,12,20190214,20250525
강남구,학원,캠프제이(CAMP-J)학원,서울특별시 강남구 밤고개로14길 19-5,입시.검정 및 보습,보통교과,"보습?논술,",180,20190213,20231018
강남구,학원,팩트디자인자동차아카데미학원,서울특별시 강남구 역삼로8길 17,직업기술,산업응용기술,,30,20190213,20231119
서초구,학원,4퍼센트수학학원,서울특별시 서초구 서초중앙로 245,입시.검정 및 보습,보통교과,보습?논술,60,20190213,20250518
강남구,학원,아트아뜰리에강남점성인취미미술학원,서울특별시 강남구 봉은사로4길 36,기예(대),기예(중),"무용(전통무용,현대무용)",1560,20190213,20260329
양천구,학원,정감아트플래닛미술학원,서울특별시 양천구 목동서로 285,예능(대),예능(중),,55,20190215,20231224
노원구,교습소,제이영어교습소,서울특별시 노원구 노원로22길 70,입시.검정 및 보습,보통교과,초등영어,12,20190218,20250518
강남구,학원,콴다일로2관학원,서울특별시 강남구 삼성로 301,입시.검정 및 보습,보통교과,보습?논술,5200,20190214,20260301
강서구,교습소,세종수학교습소,서울특별시 강서구 강서로47길 19,입시.검정 및 보습,보통교과,,12,20190215,20231018
양천구,교습소,함성영어교습소,서울특별시 양천구 신정로11길 20,입시.검정 및 보습,보통교과,초등영어A,117,20190218,20231018
양천구,교습소,에이뎁영어교습소,서울특별시 양천구 목동서로 57,입시.검정 및 보습,보통교과,고등영어2,12,20190218,20260329
양천구,교습소,아트인태라미술교습소,서울특별시 양천구 신정로7길 60-7,예능(대),예능(중),,60,20190218,20260607
노원구,교습소,명광일종합논술교습소,서울특별시 노원구 섬밭로 263,입시.검정 및 보습,보통교과,"논술 초등 1,2학년",74,20190219,20260802
서대문구,학원,분더바움미술학원,서울특별시 서대문구 가좌로 82,예능(대),예능(중),미술,12,20190218,20250907
송파구,학원,엘리스카이학원,서울특별시 송파구 올림픽로12길 54,입시.검정 및 보습,보통교과,"보습,",160,20190219,20231018
동작구,학원,비에이비수학학원,서울특별시 동작구 대방동길 83,입시.검정 및 보습,,"보습,",656,20190219,20231018
은평구,교습소,어울영재미술교습소,서울특별시 은평구 통일로 630,예능(대),예능(중),,32,20190218,20231018
강북구,학원,해냄학원,서울특별시 강북구 오현로32길 4-3,입시.검정 및 보습,보통교과,보습,122,20190129,20251123
구로구,학원,뮤엠영어개봉한진학원,서울특별시 구로구 개봉로3길 82,입시.검정 및 보습,보통교과,"보습,",296,20190214,20231018
