행정구역명,학원/교습소,학원지정번호,학원명,도로명주소,도로명상세주소,분야명,교습계열명,교습과정목록명,교습과정명,정원합계,일시수용능력인원합계,인당수강료내용,수강료공개여부,기숙사학원여부,도로명우편번호,등록상태명,등록일자,휴원시작일자,휴원종료일자,개설일자,적재일시
동대문구,학원,1000000064,대성회계실무학원,서울특별시 동대문구 왕산로 225,", 5층2호?5층6호?5층7호 중 일부(B호) (청량리동, 미주상가)",종합(대),,"전산회계,컴퓨터(정보처리,통신기기,인터넷,소프트웨어)",,404,129,,Y,N,2490,개원,19681227,,99991231,19681227,20231018
동대문구,학원,1000000083,국제전자과학학원,서울특별시 동대문구 고산자로36길 3,", 3층 일부 (제기동, 경동시장)",직업기술,산업기반기술,"전자,",전자,30,91,,Y,N,2571,개원,19680210,,99991231,19680210,20231018
동대문구,학원,1000000147,조이앤플레이음악학원,서울특별시 동대문구 이문로 38,", 3층 301호 (휘경동, 민족통일빌딩)",기예(대),기예(중),실용음악(성악),실용음악(성악),98,45,,Y,N,2445,개원,19720630,,99991231,19720630,20260201
동대문구,학원,1000000151,한독자동차정비학원,서울특별시 동대문구 왕산로 31,", 2층,3층 (신설동)",직업기술,산업기반기술,자동차,자동차,210,177,,Y,N,130811,개원,19720501,,99991231,19720501,20260426
중랑구,학원,1000000293,예맥보습학원,서울특별시 중랑구 동일로151길 30,2층 (묵동),입시.검정 및 보습,보통교과,보습,보습,0,69,,Y,N,2008,개원,19881102,,99991231,19881102,20250330
중랑구,학원,1000000511,금파음악학원,서울특별시 중랑구 동일로101길 52,2층 (면목동),예능(대),예능(중),음악,음악,117,9,,Y,N,131823,개원,19880829,,99991231,19880829,20240908
동대문구,학원,1000000714,청담+수학학원,서울특별시 동대문구 한천로 124,", 2층 202호 (장안동)",입시.검정 및 보습,보통교과,,보습,140,71,,Y,N,2623,개원,19891209,,99991231,19891209,20240317
동대문구,학원,1000000776,더하이스트수학학원,서울특별시 동대문구 사가정로 190,", 상가4층 8,9호 (전농동, 전농우성아파트)",입시.검정 및 보습,보통교과,보습?논술,보습?논술,180,68,,Y,N,2533,개원,19890619,,99991231,19890619,20260802
동대문구,학원,1000000804,미래사관학원,서울특별시 동대문구 천호대로16길 12,3층4층 (용두동),입시.검정 및 보습,보통교과,보습,보습,114,130,,Y,N,130821,개원,19890522,,99991231,19890522,20260329
중랑구,학원,1000000955,필립학원,서울특별시 중랑구 동일로129길 54,2층 (중화동),입시.검정 및 보습,보통교과,,보습,210,105,,Y,N,131881,개원,19890514,,99991231,19890514,20250112
동대문구,학원,1000001047,주미음악학원,서울특별시 동대문구 장한로30길 31,3층 (장안동),예능(대),예능(중),음악,음악,35,41,,Y,N,130839,개원,19890722,,99991231,19890722,20240317
동대문구,학원,1000001068,새암음악학원,서울특별시 동대문구 답십리로72길 118,5층 (장안동),예능(대),예능(중),음악,음악,441,49,,Y,N,130841,개원,19890911,,99991231,19890911,20250112
중랑구,학원,1000001072,클라라음악학원,서울특별시 중랑구 겸재로3길 22,3층 (면목동),예능(대),예능(중),음악,음악,90,32,,Y,N,131820,개원,19890911,,99991231,19890911,20260201
동대문구,학원,1000001110,예술의악당음악학원,서울특별시 동대문구 이문로1길 16-3,", 2층 (회기동)",예능(대),예능(중),"음악,",음악,460,45,,Y,N,2461,개원,19891005,,99991231,19891005,20250209
동대문구,학원,1000001203,이엘음악학원,서울특별시 동대문구 천호대로77길 89,2층 (장안동),예능(대),예능(중),음악,음악,180,55,,Y,N,130837,개원,19901108,,99991231,19901108,20250518
동대문구,학원,1000001390,맨하탄학원,서울특별시 동대문구 황물로 42,", 2층 4호 전부ㆍ5호 일부 (답십리동)",입시.검정 및 보습,보통교과,보습,보습,0,84,,Y,N,2593,개원,19900219,,99991231,19900219,20260215
동대문구,학원,1000001429,한영보습학원,서울특별시 동대문구 답십리로23길 59,(2층) (전농동),입시.검정 및 보습,보통교과,보습,보습,90,92,,Y,N,130857,개원,19900201,,99991231,19900201,20260712
동대문구,학원,1000001549,수학엠플러스학원,서울특별시 동대문구 한천로 165,", 3층 일부 (답십리동)",입시.검정 및 보습,보통교과,"보습,",보습,84,61,,Y,N,2534,개원,19890601,,99991231,19890601,20250112
중랑구,학원,1000001589,대정보습학원,서울특별시 중랑구 용마산로 389,", 3층 (면목동,석주빌딩)",입시.검정 및 보습,보통교과,"보습,",보습,50,134,,Y,N,131812,개원,19920605,,99991231,19920605,20260208
동대문구,학원,1000001612,대우건축토목학원,서울특별시 동대문구 하정로 36,", 5층 일부  (신설동)",직업기술,산업기반기술,"토목,건축,안전관리,",건축,2310,107,,Y,N,130811,개원,19900402,,99991231,19900402,20231217
동대문구,학원,1000001642,진주컴퓨터학원,서울특별시 동대문구 홍릉로15길 43,", 2층 (제기동)",기타(대),기타(중),"컴퓨터(소),",컴퓨터(소),57,40,,Y,N,130862,개원,19901231,,99991231,19901231,20250112
동대문구,학원,1000001780,SDA삼육외국어학원,서울특별시 동대문구 망우로18길 33,", 가동 1층?2층 (휘경동)",종합(대),,"보습,실용외국어(유아/초?중?고)",,176,872,,Y,N,2498,개원,19910604,,99991231,19910604,20260705
동대문구,학원,1000001912,교원더퍼스트캠퍼스학원,서울특별시 동대문구 이문로 65,", 2층 및 3층 일부 (이문동)",입시.검정 및 보습,보통교과,보습,보습,132,144,,Y,N,2451,개원,19921102,,99991231,19921102,20251109
중랑구,학원,1000001997,정주피아노학원,서울특별시 중랑구 동일로140길 16,3층일부 (중화동),예능(대),예능(중),"음악,",음악,45,9,,Y,N,131875,개원,19920225,,99991231,19920225,20250112
동대문구,학원,1000002041,미시간캠퍼스어학원,서울특별시 동대문구 휘경로 39,4층일부 (이문동),국제화,외국어,"실용외국어(유아/초?중?고),",실용외국어(유아/초?중?고),60,178,,Y,N,130825,개원,19920729,20110627,20110828,19920729,20250112
중랑구,학원,1000002058,조숭지음악학원,서울특별시 중랑구 동일로129길 22,", 2층 (중화동)",예능(대),예능(중),"음악,",음악,45,40,,Y,N,2102,개원,19920918,,99991231,19920918,20250112
중랑구,학원,1000002225,새한음악학원,서울특별시 중랑구 면목로27길 6,", 2층 (면목동,대진빌딩)",예능(대),예능(중),음악,음악,56,57,,Y,N,131830,개원,19931105,,99991231,19931105,20250112
중랑구,학원,1000002253,으뜸학원,서울특별시 중랑구 용마산로 436,", 4층, 5층 (면목동)",입시.검정 및 보습,보통교과,,보습?논술,80,115,,Y,N,131811,개원,19930619,,99991231,19930619,20260315
동대문구,학원,1000002272,수재학원,서울특별시 동대문구 답십리로 133,", 1층, 2층 (답십리동)",입시.검정 및 보습,보통교과,보습,보습,370,132,,Y,N,2542,개원,19940706,,99991231,19940706,20241215
중랑구,학원,1000002292,줄리어드음악학원,서울특별시 중랑구 용마산로116길 22,2층 (망우동),예능(대),예능(중),음악,음악,150,50,,Y,N,131802,개원,19940302,,99991231,19940302,20260405
중랑구,학원,1000002299,미래엔수학삼성영어셀레나서림학원,서울특별시 중랑구 면목로57길 35,", 1층,2층 (면목동)",종합(대),,"미술,보습",,204,129,,Y,N,131200,개원,19940409,,99991231,19940409,20260308
동대문구,학원,1000002310,수정음악학원,서울특별시 동대문구 답십리로66길 99,(2층) (장안동),예능(대),예능(중),음악,음악,60,45,,Y,N,130842,개원,19940607,,99991231,19940607,20250112
중랑구,학원,1000002323,하브엘음악학원,서울특별시 중랑구 봉화산로56길 153,대명프라자401호 (신내동),예능(대),예능(중),음악,음악,110,59,,Y,N,131869,개원,19940729,,99991231,19940729,20241215
중랑구,학원,1000002394,이룸학원,서울특별시 중랑구 면목로27길 6,", 3층 (면목동)",입시.검정 및 보습,보통교과,보습,보습,60,80,,Y,N,2244,개원,19950731,,99991231,19950731,20231224
중랑구,학원,1000002499,하나에듀학원,서울특별시 중랑구 봉우재로 211,2층 (망우동),입시.검정 및 보습,보통교과,보습,보습,208,109,,Y,N,131809,개원,19950914,,99991231,19950914,20260201
중랑구,학원,1000002507,면일보습학원,서울특별시 중랑구 용마산로94길 47,2층) (면목동),입시.검정 및 보습,보통교과,보습,보습,40,70,,Y,N,131811,개원,19950918,,99991231,19950918,20250112
중랑구,학원,1000002515,정상보습학원,서울특별시 중랑구 면목로48길 65,", 2,3층 (면목동, 경상빌딩)",입시.검정 및 보습,보통교과,보습,보습,200,178,,Y,N,131813,개원,19950922,,99991231,19950922,20251102
동대문구,학원,1000002779,이문보습학원,서울특별시 동대문구 한천로 481,", 2층  (이문동)",입시.검정 및 보습,보통교과,보습,보습,72,75,,Y,N,130828,개원,19960523,,99991231,19960523,20260405
동대문구,학원,1000002900,중앙플러스학원,서울특별시 동대문구 천호대로77길 94,2층 (장안동),입시.검정 및 보습,보통교과,보습,보습,130,76,,Y,N,130843,개원,19961114,,99991231,19961114,20260201
동대문구,학원,1000002977,교우보습학원,서울특별시 동대문구 사가정로 93,", 3층일부 (전농동,동광교회)",입시.검정 및 보습,보통교과,보습,보습,130,116,,Y,N,130854,개원,19970402,,99991231,19970402,20250330
중랑구,학원,1000002983,뉴비전학원,서울특별시 중랑구 신내로7가길 19,"3층,4층 (상봉동)",입시.검정 및 보습,보통교과,보습,보습,72,79,,Y,N,131864,개원,19970414,,99991231,19970414,20250112
동대문구,학원,1000002990,이화포르테미술학원,서울특별시 동대문구 답십리로72길 112,2층 (장안동),예능(대),예능(중),"미술,",미술,15,72,,Y,N,130841,개원,19970501,,99991231,19970501,20250112
동대문구,학원,1000003076,예솔피아노학원,서울특별시 동대문구 제기로 131,"한신아파트 상가121동3층306,307,308호 (청량리동)",예능(대),예능(중),,음악,160,38,,Y,N,130775,개원,19970930,,99991231,19970930,20231018
동대문구,학원,1000003079,이레음악학원,서울특별시 동대문구 제기로 131,"상가122동 401호, 402호, 404호, 405호(청량리동, 한신아파트)",예능(대),예능(중),음악,음악,13,57,,Y,N,130867,개원,19971010,,99991231,19971010,20250622
중랑구,학원,1000003080,에이플러스보습학원,서울특별시 중랑구 망우로 489,2층(망우동),입시.검정 및 보습,,,,0,161,,Y,N,2066,개원,19971022,,99991231,20110104,20250727
동대문구,학원,1000003145,한양음악학원,서울특별시 동대문구 한천로 246,", 유치원동 4층일부 (휘경동,주공아파트)",예능(대),예능(중),음악,음악,380,51,,Y,N,130874,개원,19980416,,99991231,19980416,20260201
중랑구,학원,1000003203,한얼보습학원,서울특별시 중랑구 신내로 71,", 4층 일부 (신내동)",입시.검정 및 보습,보통교과,보습?논술,보습?논술,240,74,,Y,N,131871,개원,19990126,,99991231,19990126,20260607
중랑구,학원,1000003214,에덴음악미술학원,서울특별시 중랑구 동일로99길 47,", 2층 일부?3층 (면목동)",종합(대),,"미술,음악",,300,85,,Y,N,2134,개원,19990313,,99991231,19990313,20260607
동대문구,학원,1000003231,씨앤씨어학원,서울특별시 동대문구 전농로 60,", 2층, 3층, 4층 (답십리동, 상원빌딩)",국제화,외국어,실용외국어(유아/초?중?고),실용외국어(유아/초?중?고),528,157,,Y,N,2615,개원,19990513,,99991231,19990513,20250803
동대문구,학원,1000003239,에프엠(FM)최강수학학원,서울특별시 동대문구 전농로 120,", 2층 (전농동)",입시.검정 및 보습,보통교과,보습,보습,250,171,,Y,N,2531,개원,19990529,,99991231,19990529,20260712
중랑구,학원,1000003259,에듀아이영어수학전문학원,서울특별시 중랑구 면목로 376,", 201호 일부 (면목동)",입시.검정 및 보습,보통교과,보습,보습,60,84,,Y,N,2205,개원,19990805,,99991231,19990805,20260201
중랑구,학원,1000003263,아발론랭콘신내학원,서울특별시 중랑구 봉화산로 215,", 5층 (신내동)",종합(대),,"독서실(유아/초?중?고),보습,실용외국어(유아/초?중?고)",,0,226,,Y,N,2054,개원,19990826,,99991231,19990826,20260426
중랑구,학원,1000003271,세계제2보습학원,서울특별시 중랑구 공릉로2길 31,", 2층 (묵동)",입시.검정 및 보습,보통교과,보습,보습,342,284,,Y,N,2036,개원,19990903,,99991231,19990903,20251116
중랑구,학원,1000003279,더클래스(THE CLASS)학원,서울특별시 중랑구 동일로 814,2층일부 (중화동),입시.검정 및 보습,보통교과,보습,보습,0,106,,Y,N,131875,개원,19991021,,99991231,19991021,20260607
중랑구,학원,1000003282,늘푸른학원,서울특별시 중랑구 겸재로49길 18,", 301-1?302?303?310호 일부 (면목동, 신세대프라자)",종합(대),,"미술,보습",,121,142,,Y,N,2162,개원,19991028,,99991231,19991028,20250928
중랑구,학원,1000003293,피아노라운지(PIANO LOUNGE)성인피아노음악학원,서울특별시 중랑구 공릉로2길 7,3층) (묵동),기예(대),기예(중),실용음악(성악),실용음악(성악),1130,40,,Y,N,131848,개원,19991115,,99991231,19991115,20260201
동대문구,학원,1000003340,신등용문보습학원,서울특별시 동대문구 경희대로4길 79,", 2층 (이문동)",입시.검정 및 보습,보통교과,보습?논술,보습?논술,160,178,,Y,N,130831,개원,20011022,,99991231,20011022,20260315
중랑구,학원,1000003356,더뮤직음악학원,서울특별시 중랑구 신내로7가길 35,", 상가동 201?202?203?204호(상봉동, 동부아파트)",예능(대),예능(중),음악,음악,0,51,,Y,N,2079,개원,20000524,,99991231,20000524,20260201
동대문구,학원,1000003370,덕수컴퓨터회계학원,서울특별시 동대문구 전농로 135,(3층4층) (전농동),종합(대),,"전산회계,컴퓨터(정보처리,통신기기,인터넷,소프트웨어)",,240,103,,Y,N,130854,개원,20000704,,99991231,20000704,20250525
동대문구,학원,1000003388,오경숙음악학원,서울특별시 동대문구 사가정로 148,", 409,410호 (전농동, 전농 SK아파트 주상가동)",예능(대),예능(중),음악,음악,72,45,,Y,N,130769,개원,20000803,,99991231,20000803,20241215
동대문구,학원,1000003392,PJY뮤직아카데미(PJY MUSIC ACADEMY)학원,서울특별시 동대문구 사가정로 148,", 상가동414호 (전농동, 전농 SK아파트)",예능(대),예능(중),음악,음악,0,45,,Y,N,130769,개원,20000821,,99991231,20000821,20250601
동대문구,학원,1000003398,서울음악학원,서울특별시 동대문구 답십리로56길 21,", 상가 304호 (답십리동, 두산아파트)",예능(대),예능(중),음악,음악,210,42,,Y,N,2613,개원,20000828,,99991231,20000828,20250112
동대문구,학원,1000003399,수학을읽다학원,서울특별시 동대문구 답십리로69길 8,", 3층우측 (장안동)",입시.검정 및 보습,보통교과,,보습?논술,56,33,,Y,N,2524,개원,20000831,,99991231,20000831,20231018
동대문구,학원,1000003425,연세학원,서울특별시 동대문구 사가정로 148,", 주상가동 412-2호  (전농동,전농 SK아파트)",입시.검정 및 보습,보통교과,보습,보습,73,73,,Y,N,130769,개원,20001129,,99991231,20001129,20250518
중랑구,학원,1000003450,닥스어학원,서울특별시 중랑구 신내로25가길 2,", 206~207호, 404호 (묵동, 현동학당)",국제화,외국어,실용외국어(유아/초?중?고),실용외국어(유아/초?중?고),0,214,,Y,N,2021,개원,20010131,,99991231,20010131,20260607
동대문구,학원,1000003454,김영애음악학원,서울특별시 동대문구 한천로58길 47,", 상가동 401호 (이문동, 쌍용아파트)",예능(대),예능(중),음악,음악,175,35,,Y,N,130765,개원,20010207,,99991231,20010207,20250525
중랑구,학원,1000003457,베스트보습학원,서울특별시 중랑구 용마산로116길 22,4층 (망우동),입시.검정 및 보습,보통교과,"보습,",보습,190,83,,Y,N,131802,개원,20010216,,99991231,20010216,20231018
동대문구,학원,1000003496,예일어학원,서울특별시 동대문구 답십리로 238,2층3층4층 (장안동),국제화,외국어,,실용외국어(유아/초?중?고),101,290,,Y,N,130101,개원,20010720,,99991231,20010720,20250824
동대문구,학원,1000003507,신서울I.N(아이엔)학원,서울특별시 동대문구 약령시로 8,3층 (제기동),입시.검정 및 보습,보통교과,"보습,",보습,96,74,,Y,N,2574,개원,20010908,,99991231,20010908,20250112
동대문구,학원,1000003519,예인학원,서울특별시 동대문구 한천로 97,", 3층 (답십리동)",입시.검정 및 보습,보통교과,보습,보습,100,112,,Y,N,2610,개원,20011031,,99991231,20011031,20260308
동대문구,학원,1000003532,교일학원,서울특별시 동대문구 약령시로 16,", 2층일부 (제기동)",입시.검정 및 보습,보통교과,보습,보습,150,83,,Y,N,2574,개원,20011124,,99991231,20011124,20260201
동대문구,학원,1000003556,에꼴드에땅장안미술학원,서울특별시 동대문구 장한로28길 14,",  2층 (장안동)",예능(대),예능(중),미술,미술,10,66,,Y,N,130839,개원,20020215,,99991231,20020215,20231018
중랑구,학원,1000003559,김상돈수학학원,서울특별시 중랑구 망우로 505,", 2층 일부 (망우동,미래학원)",입시.검정 및 보습,보통교과,,보습,20,178,,Y,N,131802,개원,20020305,,99991231,20020305,20231018
마포구,학원,1000003668,중앙정보처리학원,서울특별시 마포구 신촌로 176,", 4층일부(401,402호),6층 (대흥동)",직업기술,컴퓨터,"컴퓨터(정보처리,통신기기,인터넷,소프트웨어)","컴퓨터(정보처리,통신기기,인터넷,소프트웨어)",1081,170,,Y,N,4104,개원,19701230,,99991231,19701230,20260607
마포구,학원,1000003727,다윈브이스토리미술학원,서울특별시 마포구 와우산로 100,", 3층 (서교동)",예능(대),예능(중),"미술,",미술,330,114,,N,N,4059,개원,19710624,,99991231,19710624,20231018
마포구,학원,1000003731,폴린음악학원,서울특별시 마포구 월드컵로25길 98,", 2층 (망원동)",예능(대),예능(중),음악,음악,130,26,,Y,N,3959,개원,19710508,,99991231,19710508,20251116
마포구,학원,1000003853,희문음악학원,서울특별시 마포구 동교로19길 48,2층 (서교동),예능(대),예능(중),음악,음악,45,80,,Y,N,121841,개원,19751211,,99991231,19751211,20260426
마포구,학원,1000003886,웅지독서실,서울특별시 마포구 대흥로 180,3층 (대흥동),독서실,독서,"독서실(일반인),",독서실(일반인),84,84,,N,N,121808,개원,19811022,,99991231,19811022,20231018
은평구,학원,1000004076,로뎀나무미술학원,서울특별시 은평구 서오릉로 152,2층 (갈현동),예능(대),예능(중),미술,미술,40,40,,Y,N,122813,개원,19880706,,99991231,19880706,20240526
은평구,학원,1000004123,글뜻문해력전문학원,서울특별시 은평구 은평로16길 4,2층 (응암동),입시.검정 및 보습,보통교과,보습?논술,보습?논술,184,20,,Y,N,122906,개원,19880721,,99991231,19880721,20260802
서대문구,학원,1000004205,비상아이비츠학원,서울특별시 서대문구 증가로10길 60-22,", 2층 (남가좌동)",입시.검정 및 보습,보통교과,"보습,",보습,60,73,,Y,N,3665,개원,19880824,,99991231,19880824,20231018
은평구,학원,1000004233,덕산독서실,서울특별시 은평구 갈현로3가길 5,2층3층 (신사동),독서실,독서,"독서실(유아/초?중?고),",독서실(유아/초?중?고),120,120,,N,N,122889,개원,19880830,20221108,20231108,19880830,20241215
서대문구,학원,1000004271,폴인피아노음악학원,서울특별시 서대문구 세무서길 31,2층 (홍제동),예능(대),예능(중),음악,음악,420,9,,Y,N,120857,개원,19880920,,99991231,19880920,20260301
서대문구,학원,1000004335,연희피아노학원,서울특별시 서대문구 연희로 174,2층 (연희동),예능(대),예능(중),음악,음악,46,54,,Y,N,120829,개원,19881022,,99991231,19881022,20231105
은평구,학원,1000004429,서부보습학원,서울특별시 은평구 연서로4길 20,2층 (역촌동),입시.검정 및 보습,보통교과,"보습,",보습,20,100,,N,N,122899,개원,19881215,,99991231,19881215,20231018
은평구,학원,1000004456,대조기찬학원,서울특별시 은평구 서오릉로10길 21,2층(대조동),입시.검정 및 보습,보통교과,보습?논술,보습?논술,100,50,,N,N,122838,개원,19881227,,99991231,19881227,20250406
서대문구,학원,1000004655,케이시티학원,서울특별시 서대문구 모래내로 346,", 4층 (홍은동)",입시.검정 및 보습,보통교과,"보습,",보습,90,90,,Y,N,3658,개원,19890507,,99991231,19890507,20231018
마포구,학원,1000004758,예스탑학원,서울특별시 마포구 망원로 56,2층 (망원동),기타(대),기타(중),속셈,속셈,20,10,,Y,N,121903,개원,19890607,,99991231,19890607,20250112
은평구,학원,1000004781,맥스터디학원,서울특별시 은평구 통일로69길 16,3층 일부(좌측)(대조동),입시.검정 및 보습,보통교과,보습?논술,보습?논술,280,70,,Y,N,122947,개원,19890613,,99991231,19890613,20250824
마포구,학원,1000004896,예뮤직아카데미학원,서울특별시 마포구 망원로 57,2층 (망원동),예능(대),예능(중),음악,음악,120,15,,N,N,121823,개원,19890722,,99991231,19890722,20240908
은평구,학원,1000004962,고운하늘소리음악학원,서울특별시 은평구 증산서길 66,2층(증산동),예능(대),예능(중),"음악,",음악,120,55,,N,N,3500,개원,19890803,,99991231,19890803,20250713
서대문구,학원,1000005078,수연음악학원,서울특별시 서대문구 북아현로 55,4층 전체 (북아현동),예능(대),,"음악,",,15,80,,Y,N,120190,개원,19890817,,99991231,19890817,20231018
마포구,학원,1000005164,신예일음악학원,서울특별시 마포구 독막로22길 13,2층 (창전동),예능(대),예능(중),음악,음악,64,42,,Y,N,121882,개원,19890922,,99991231,19890922,20260816
은평구,학원,1000005314,전원피아노음악학원,서울특별시 은평구 연서로41길 3,", 2층 (불광동)",예능(대),예능(중),음악,음악,30,72,,Y,N,3343,개원,19891101,,99991231,19891101,20240707
은평구,학원,1000005353,이화수리음악학원,서울특별시 은평구 불광로 124,2층 (불광동),예능(대),예능(중),음악,음악,56,40,,Y,N,122847,개원,19891120,,99991231,19891120,20260308
은평구,학원,1000005396,미래엔수학영어구산학원,서울특별시 은평구 서오릉로15길 6,2층 (구산동),입시.검정 및 보습,보통교과,보습,보습,120,40,,Y,N,122823,개원,19891206,,99991231,19891206,20250831
은평구,학원,1000005404,예음피아노학원,서울특별시 은평구 연서로11길 20-4,", 2층(구산동)",예능(대),예능(중),음악,음악,120,36,,N,N,3413,개원,19891206,,99991231,19891206,20250209
마포구,학원,1000005517,뉴마포전산세무회계학원,서울특별시 마포구 대흥로30길 6-8,4.5층 (대흥동),인문사회(대),인문사회(중),,회계,80,40,,Y,N,121808,개원,19900117,,99991231,19900117,20260329
서대문구,학원,1000005554,인지학원,서울특별시 서대문구 거북골로14길 5,", 4층(북가좌삼호아파트상가동) (북가좌동)",입시.검정 및 보습,보통교과,보습,보습,90,141,,Y,N,3690,개원,19900123,,99991231,19900123,20250518
서대문구,학원,1000005600,스카이수학학원,서울특별시 서대문구 독립문로 64,", 2,3층 (냉천동)",입시.검정 및 보습,보통교과,보습?논술,보습?논술,136,168,,Y,N,3745,개원,19900207,,99991231,19900207,20240317
서대문구,학원,1000005624,정학원,서울특별시 서대문구 세검정로1길 95,"홍은동벽산아파트상가A동 309~313호 (홍은동, 홍은벽산아파트)",입시.검정 및 보습,보통교과,"보습,",보습,210,180,,Y,N,3612,개원,19900209,,99991231,19900209,20250209
마포구,학원,1000005656,영찬보습학원,서울특별시 마포구 성미산로 39,", 2층 (성산동)",입시.검정 및 보습,보통교과,보습,보습,72,123,,Y,N,3968,개원,19900214,,99991231,19900214,20240908
은평구,학원,1000005736,어메이징사운드학원,서울특별시 은평구 갈현로 291-1,2층 (갈현동),예능(대),예능(중),"음악,",음악,103,26,,Y,N,122811,개원,19900305,,99991231,19900305,20231018
서대문구,학원,1000005850,국제컴퓨터학원,서울특별시 서대문구 통일로 157-6,", 3층 (냉천동213)",직업기술,컴퓨터,"컴퓨터(정보처리,통신기기,인터넷,소프트웨어)","컴퓨터(정보처리,통신기기,인터넷,소프트웨어)",840,50,,Y,N,120050,개원,19900509,,99991231,19900509,20250629
마포구,학원,1000005928,디자인피노미술학원,서울특별시 마포구 와우산로 124,2.3층 (창전동),예능(대),예능(중),미술,미술,480,70,,Y,N,121880,개원,19900821,,99991231,19900821,20241215
은평구,학원,1000006027,대조보습학원,서울특별시 은평구 연서로18길 14-1,2층 (대조동),입시.검정 및 보습,,"보습,",,170,200,,Y,N,122845,개원,19901212,,99991231,19901212,20231018
은평구,학원,1000006067,예지피아노학원,서울특별시 은평구 응암로12길 30,2층 (응암동),예능(대),예능(중),음악,음악,30,54,,Y,N,122952,개원,19910111,,99991231,19910111,20250928
은평구,학원,1000006070,제일음악학원,서울특별시 은평구 서오릉로21길 11,", 301호 (구산동)",예능(대),예능(중),"음악,",음악,80,28,,N,N,3425,개원,19910114,,99991231,19910114,20231018
마포구,학원,1000006305,중앙독서실,서울특별시 마포구 월드컵북로 210,", 4층 (성산동)",독서실,독서,"독서실(유아/초?중?고),",독서실(유아/초?중?고),76,170,,Y,N,3941,개원,19911031,,99991231,19911031,20231018
마포구,학원,1000006364,가나다한국어학원,서울특별시 마포구 동교로25길 15,3.4.5층 (동교동),국제화,국제,어학(성인),어학(성인),38,92,,Y,N,121819,개원,19911228,,99991231,19911228,20250420
은평구,학원,1000006487,은평하이클래스학원,서울특별시 은평구 가좌로 179,", 5층 우측 (응암동)",입시.검정 및 보습,보통교과,"보습,",보습,128,90,,Y,N,3479,개원,19920317,,99991231,19920317,20231018
마포구,학원,1000006616,고려간호조무사학원,서울특별시 마포구 서강로 133,", 3층 및 6층 일부 (노고산동)",직업기술,간호보조기술,간호조무사,간호조무사,146,200,,Y,N,4058,개원,19920407,,99991231,19920407,20250112
서대문구,학원,1000006630,이룸학원,서울특별시 서대문구 응암로 32,", 3층 306호 (북가좌동, DMC한양)",입시.검정 및 보습,보통교과,"보습,",보습,120,81,,N,N,3790,개원,19920909,,99991231,19920909,20241215
서대문구,학원,1000006637,연세아카데미보습학원,서울특별시 서대문구 북아현로4길 2,3층 (북아현동),입시.검정 및 보습,보통교과,보습,보습,90,70,,Y,N,120819,개원,19920909,,99991231,19920909,20250720
서대문구,학원,1000006687,카이로스학원,서울특별시 서대문구 홍은중앙로 94,4층 (홍은동),입시.검정 및 보습,보통교과,"보습,",보습,159,240,,Y,N,120841,개원,19921005,,99991231,19921005,20231018
마포구,학원,1000006810,새우리피아노학원,서울특별시 마포구 방울내로 41,2.3층 (망원동),예능(대),예능(중),음악,음악,60,52,,Y,N,121824,개원,19921126,,99991231,19921126,20231018
은평구,학원,1000006851,맑은아침음악학원,서울특별시 은평구 연서로41길 15,3층 (불광동),예능(대),예능(중),"음악,",음악,9,60,,Y,N,122868,개원,19930312,,99991231,19930312,20231018
마포구,학원,1000007018,가나안음악학원,서울특별시 마포구 큰우물로 53,", 마포네이버타운 501호 (염리동)",예능(대),예능(중),음악,음악,120,50,,Y,N,4154,개원,19940303,,99991231,19940303,20250330
서대문구,학원,1000007073,하모니음악학원,서울특별시 서대문구 충정로7길 30,", 상가 101호,102호 (충정로2가, 충정로현대아파트)",예능(대),예능(중),"음악,",음악,17,73,,N,N,3736,개원,19940510,,99991231,19940510,20231018
서대문구,학원,1000007113,파고다신촌어학원,서울특별시 서대문구 신촌로 121,", 3층 (창천동, 아남오피스텔)",국제화,국제,어학(성인),어학(성인),2778,225,,Y,N,3780,개원,19940701,,99991231,19940701,20260809
서대문구,학원,1000007244,와이비엠신촌어학원,서울특별시 서대문구 신촌로 113,", 1층 일부, 3층, 4층, 6층, 7층 (창천동, 와이비엠신촌어학원)",국제화,국제,어학(성인),어학(성인),3372,1124,,Y,N,3779,개원,19941230,,99991231,19941230,20260628
마포구,학원,1000007335,한맥수학영어학원,서울특별시 마포구 만리재로 133,4층 (아현동),입시.검정 및 보습,보통교과,보습,보습,96,124,,Y,N,121861,개원,19950729,,99991231,19950729,20250112
은평구,학원,1000007459,홍익보습학원,서울특별시 은평구 연서로3길 10,2.3.4층 (역촌동),입시.검정 및 보습,보통교과,보습,보습,50,159,,Y,N,122901,개원,19950922,,99991231,19950922,20231018
은평구,학원,1000007583,한맥키스톤학원,서울특별시 은평구 진흥로1길 36,5층 (역촌동),입시.검정 및 보습,보통교과,"보습,",보습,48,50,,Y,N,122897,개원,19951103,,99991231,19951103,20231018
마포구,학원,1000007652,정구원국어전문학원,서울특별시 마포구 새터산16길 15,", 3층(성산동)",입시.검정 및 보습,보통교과,보습,보습,144,72,,Y,N,3947,개원,19951207,,99991231,19951207,20241215
