연도,GRID_CD,STAT_CODE,POP
2024,다라0329,to_in_001,63
2024,다라0333,to_in_001,98
2024,다라0338,to_in_001,13
2024,다라0339,to_in_001,153
2024,다라0340,to_in_001,227
2024,다라0341,to_in_001,60
2024,다라0342,to_in_001,69
2024,다라0343,to_in_001,8
2024,다라0345,to_in_001,1142
2024,다라0346,to_in_001,7354
2024,다라0347,to_in_001,640
2024,다라0348,to_in_001,373
2024,다라0349,to_in_001,58
2024,다라0350,to_in_001,138
2024,다라0351,to_in_001,485
2024,다라0352,to_in_001,5
2024,다라0353,to_in_001,33
2024,다라0354,to_in_001,58
2024,다라0355,to_in_001,33
2024,다라0356,to_in_001,8
2024,다라0357,to_in_001,1189
2024,다라0358,to_in_001,196
2024,다라0359,to_in_001,13
2024,다라0360,to_in_001,23
2024,다라0361,to_in_001,73
2024,다라0362,to_in_001,143
2024,다라0363,to_in_001,88
2024,다라0364,to_in_001,48
2024,다라0365,to_in_001,38
2024,다라0366,to_in_001,73
2024,다라0367,to_in_001,58
2024,다라0368,to_in_001,28
2024,다라0369,to_in_001,78
2024,다라0370,to_in_001,8
2024,다라0371,to_in_001,43
2024,다라0372,to_in_001,182
2024,다라0373,to_in_001,13
2024,다라0374,to_in_001,5
2024,다라0376,to_in_001,23
2024,다라0377,to_in_001,38
2024,다라0379,to_in_001,108
2024,다라0380,to_in_001,13
2024,다라0381,to_in_001,18
2024,다라0382,to_in_001,58
2024,다라0383,to_in_001,78
2024,다라0384,to_in_001,48
2024,다라0385,to_in_001,23
2024,다라0386,to_in_001,43
2024,다라0389,to_in_001,43
2024,다라0390,to_in_001,18
2024,다라0391,to_in_001,28
2024,다라0392,to_in_001,33
2024,다라0393,to_in_001,138
2024,다라0394,to_in_001,73
2024,다라0395,to_in_001,8
2024,다라0396,to_in_001,88
2024,다라0397,to_in_001,168
2024,다라0398,to_in_001,68
2024,다라0399,to_in_001,23
2024,다라0406,to_in_001,18
2024,다라0407,to_in_001,8
2024,다라0409,to_in_001,0
2024,다라0412,to_in_001,5
2024,다라0414,to_in_001,63
2024,다라0415,to_in_001,113
2024,다라0416,to_in_001,18
2024,다라0417,to_in_001,48
2024,다라0418,to_in_001,13
2024,다라0419,to_in_001,33
2024,다라0420,to_in_001,98
2024,다라0421,to_in_001,63
2024,다라0422,to_in_001,28
2024,다라0424,to_in_001,5
2024,다라0425,to_in_001,53
2024,다라0426,to_in_001,83
2024,다라0427,to_in_001,18
2024,다라0428,to_in_001,8
2024,다라0438,to_in_001,164
2024,다라0439,to_in_001,53
2024,다라0440,to_in_001,10144
2024,다라0441,to_in_001,54
2024,다라0442,to_in_001,116
2024,다라0443,to_in_001,8
2024,다라0445,to_in_001,523
2024,다라0446,to_in_001,14774
2024,다라0447,to_in_001,2677
2024,다라0448,to_in_001,263
2024,다라0449,to_in_001,68
2024,다라0450,to_in_001,8
2024,다라0453,to_in_001,0
2024,다라0454,to_in_001,105
2024,다라0455,to_in_001,133
2024,다라0456,to_in_001,118
2024,다라0457,to_in_001,5
2024,다라0458,to_in_001,5
2024,다라0461,to_in_001,13
2024,다라0462,to_in_001,68
2024,다라0463,to_in_001,98
2024,다라0464,to_in_001,113
2024,다라0465,to_in_001,34
2024,다라0466,to_in_001,93
2024,다라0467,to_in_001,18
2024,다라0468,to_in_001,43
2024,다라0469,to_in_001,118
2024,다라0470,to_in_001,59
2024,다라0471,to_in_001,23
2024,다라0472,to_in_001,28
2024,다라0473,to_in_001,28
2024,다라0474,to_in_001,73
2024,다라0475,to_in_001,23
2024,다라0476,to_in_001,118
2024,다라0477,to_in_001,58
2024,다라0479,to_in_001,78
2024,다라0480,to_in_001,5
2024,다라0481,to_in_001,13
2024,다라0482,to_in_001,28
2024,다라0483,to_in_001,8
2024,다라0486,to_in_001,5
2024,다라0487,to_in_001,23
2024,다라0488,to_in_001,8
2024,다라0491,to_in_001,48
2024,다라0492,to_in_001,83
2024,다라0493,to_in_001,83
2024,다라0494,to_in_001,281
2024,다라0495,to_in_001,83
2024,다라0496,to_in_001,63
2024,다라0497,to_in_001,28
2024,다라0498,to_in_001,103
2024,다라0499,to_in_001,168
2024,다라0504,to_in_001,18
2024,다라0505,to_in_001,18
2024,다라0506,to_in_001,93
2024,다라0507,to_in_001,43
2024,다라0508,to_in_001,8
2024,다라0509,to_in_001,68
2024,다라0510,to_in_001,48
2024,다라0511,to_in_001,28
2024,다라0512,to_in_001,33
2024,다라0516,to_in_001,18
2024,다라0519,to_in_001,18
2024,다라0520,to_in_001,18
2024,다라0521,to_in_001,13
2024,다라0522,to_in_001,28
2024,다라0523,to_in_001,5
2024,다라0524,to_in_001,8
2024,다라0525,to_in_001,48
2024,다라0526,to_in_001,38
2024,다라0527,to_in_001,88
2024,다라0528,to_in_001,5
2024,다라0538,to_in_001,43
2024,다라0539,to_in_001,3544
2024,다라0540,to_in_001,261
2024,다라0541,to_in_001,198
2024,다라0542,to_in_001,73
2024,다라0543,to_in_001,8
2024,다라0544,to_in_001,5
2024,다라0545,to_in_001,2145
2024,다라0546,to_in_001,8690
2024,다라0547,to_in_001,3891
2024,다라0548,to_in_001,108
2024,다라0549,to_in_001,153
2024,다라0550,to_in_001,123
2024,다라0551,to_in_001,18
2024,다라0552,to_in_001,28
2024,다라0553,to_in_001,188
2024,다라0554,to_in_001,89
2024,다라0555,to_in_001,28
2024,다라0556,to_in_001,28
2024,다라0557,to_in_001,38
2024,다라0559,to_in_001,13
2024,다라0561,to_in_001,8
2024,다라0562,to_in_001,0
2024,다라0563,to_in_001,33
2024,다라0564,to_in_001,174
2024,다라0565,to_in_001,236
2024,다라0566,to_in_001,727
2024,다라0567,to_in_001,63
2024,다라0568,to_in_001,163
2024,다라0569,to_in_001,53
2024,다라0570,to_in_001,43
2024,다라0573,to_in_001,13
2024,다라0574,to_in_001,93
2024,다라0575,to_in_001,63
2024,다라0576,to_in_001,68
2024,다라0577,to_in_001,163
2024,다라0578,to_in_001,148
2024,다라0579,to_in_001,28
2024,다라0580,to_in_001,93
2024,다라0581,to_in_001,38
2024,다라0582,to_in_001,8
2024,다라0583,to_in_001,58
2024,다라0584,to_in_001,33
2024,다라0585,to_in_001,8
2024,다라0586,to_in_001,48
2024,다라0587,to_in_001,5
2024,다라0588,to_in_001,58
2024,다라0589,to_in_001,18
2024,다라0592,to_in_001,0
2024,다라0593,to_in_001,48
2024,다라0594,to_in_001,53
2024,다라0595,to_in_001,48
2024,다라0596,to_in_001,78
2024,다라0597,to_in_001,152
2024,다라0598,to_in_001,68
2024,다라0599,to_in_001,143
2024,다라0604,to_in_001,63
2024,다라0605,to_in_001,48
2024,다라0606,to_in_001,153
2024,다라0607,to_in_001,93
2024,다라0608,to_in_001,13
2024,다라0609,to_in_001,88
2024,다라0610,to_in_001,13
2024,다라0611,to_in_001,43
2024,다라0612,to_in_001,73
2024,다라0613,to_in_001,18
2024,다라0619,to_in_001,5
2024,다라0620,to_in_001,38
2024,다라0621,to_in_001,5
2024,다라0622,to_in_001,28
2024,다라0623,to_in_001,103
2024,다라0624,to_in_001,8
2024,다라0625,to_in_001,23
2024,다라0626,to_in_001,58
2024,다라0627,to_in_001,48
2024,다라0638,to_in_001,28
2024,다라0639,to_in_001,2627
2024,다라0640,to_in_001,239
2024,다라0641,to_in_001,118
2024,다라0645,to_in_001,2759
2024,다라0646,to_in_001,8484
2024,다라0647,to_in_001,2524
2024,다라0648,to_in_001,158
2024,다라0649,to_in_001,328
2024,다라0650,to_in_001,173
2024,다라0651,to_in_001,93
2024,다라0652,to_in_001,93
2024,다라0653,to_in_001,83
2024,다라0654,to_in_001,23
2024,다라0655,to_in_001,98
2024,다라0656,to_in_001,8
2024,다라0659,to_in_001,18
2024,다라0660,to_in_001,5
2024,다라0661,to_in_001,43
2024,다라0662,to_in_001,13
2024,다라0664,to_in_001,23
2024,다라0665,to_in_001,2203
2024,다라0666,to_in_001,6378
2024,다라0667,to_in_001,88
2024,다라0668,to_in_001,28
2024,다라0669,to_in_001,43
2024,다라0670,to_in_001,8
2024,다라0671,to_in_001,103
2024,다라0672,to_in_001,53
2024,다라0673,to_in_001,58
2024,다라0674,to_in_001,33
2024,다라0675,to_in_001,58
2024,다라0676,to_in_001,108
2024,다라0677,to_in_001,23
2024,다라0678,to_in_001,173
2024,다라0679,to_in_001,68
2024,다라0680,to_in_001,58
2024,다라0681,to_in_001,43
2024,다라0682,to_in_001,23
2024,다라0683,to_in_001,83
2024,다라0684,to_in_001,33
2024,다라0685,to_in_001,18
2024,다라0686,to_in_001,78
2024,다라0688,to_in_001,13
2024,다라0690,to_in_001,5
2024,다라0691,to_in_001,0
2024,다라0692,to_in_001,0
2024,다라0693,to_in_001,98
2024,다라0694,to_in_001,63
2024,다라0695,to_in_001,48
2024,다라0696,to_in_001,148
2024,다라0697,to_in_001,78
2024,다라0698,to_in_001,93
2024,다라0699,to_in_001,88
2024,다라0701,to_in_001,168
2024,다라0704,to_in_001,8
2024,다라0705,to_in_001,53
2024,다라0706,to_in_001,53
2024,다라0707,to_in_001,8
2024,다라0708,to_in_001,18
2024,다라0709,to_in_001,18
2024,다라0710,to_in_001,58
2024,다라0711,to_in_001,43
2024,다라0712,to_in_001,13
2024,다라0713,to_in_001,83
2024,다라0714,to_in_001,13
2024,다라0719,to_in_001,75
2024,다라0720,to_in_001,53
2024,다라0721,to_in_001,73
2024,다라0722,to_in_001,43
2024,다라0723,to_in_001,18
2024,다라0724,to_in_001,5
2024,다라0725,to_in_001,83
2024,다라0726,to_in_001,38
2024,다라0727,to_in_001,38
2024,다라0728,to_in_001,5
2024,다라0738,to_in_001,23
2024,다라0739,to_in_001,203
2024,다라0740,to_in_001,579
2024,다라0743,to_in_001,0
2024,다라0744,to_in_001,43
2024,다라0745,to_in_001,3711
2024,다라0746,to_in_001,6494
2024,다라0747,to_in_001,28
2024,다라0748,to_in_001,43
2024,다라0750,to_in_001,585
2024,다라0751,to_in_001,492
2024,다라0752,to_in_001,58
2024,다라0753,to_in_001,43
2024,다라0754,to_in_001,13
2024,다라0755,to_in_001,68
2024,다라0756,to_in_001,5
2024,다라0757,to_in_001,78
2024,다라0758,to_in_001,33
2024,다라0759,to_in_001,128
2024,다라0761,to_in_001,88
2024,다라0762,to_in_001,68
2024,다라0765,to_in_001,33
2024,다라0766,to_in_001,707
2024,다라0767,to_in_001,113
2024,다라0768,to_in_001,18
2024,다라0769,to_in_001,103
2024,다라0770,to_in_001,18
2024,다라0771,to_in_001,18
2024,다라0772,to_in_001,118
2024,다라0773,to_in_001,68
2024,다라0774,to_in_001,63
2024,다라0775,to_in_001,28
2024,다라0776,to_in_001,128
2024,다라0777,to_in_001,5
2024,다라0778,to_in_001,118
2024,다라0779,to_in_001,98
2024,다라0780,to_in_001,93
2024,다라0781,to_in_001,104
2024,다라0782,to_in_001,38
2024,다라0783,to_in_001,8
2024,다라0784,to_in_001,73
2024,다라0785,to_in_001,48
2024,다라0786,to_in_001,13
2024,다라0787,to_in_001,38
2024,다라0788,to_in_001,58
2024,다라0789,to_in_001,5
2024,다라0790,to_in_001,43
2024,다라0791,to_in_001,38
2024,다라0792,to_in_001,113
2024,다라0793,to_in_001,38
2024,다라0794,to_in_001,28
2024,다라0795,to_in_001,13
2024,다라0796,to_in_001,203
2024,다라0797,to_in_001,33
2024,다라0798,to_in_001,78
2024,다라0799,to_in_001,93
2024,다라0800,to_in_001,5
2024,다라0801,to_in_001,63
2024,다라0805,to_in_001,53
2024,다라0806,to_in_001,58
2024,다라0807,to_in_001,8
2024,다라0808,to_in_001,53
2024,다라0809,to_in_001,53
2024,다라0810,to_in_001,118
2024,다라0811,to_in_001,63
2024,다라0812,to_in_001,13
2024,다라0813,to_in_001,18
2024,다라0814,to_in_001,133
2024,다라0816,to_in_001,5
2024,다라0818,to_in_001,5
2024,다라0819,to_in_001,13
2024,다라0821,to_in_001,8
2024,다라0822,to_in_001,63
2024,다라0823,to_in_001,23
2024,다라0824,to_in_001,23
2024,다라0825,to_in_001,93
2024,다라0826,to_in_001,83
2024,다라0838,to_in_001,113
2024,다라0839,to_in_001,53
2024,다라0840,to_in_001,5
2024,다라0841,to_in_001,5
2024,다라0843,to_in_001,48
2024,다라0844,to_in_001,63
2024,다라0845,to_in_001,33
2024,다라0846,to_in_001,23
2024,다라0847,to_in_001,53
2024,다라0848,to_in_001,153
2024,다라0849,to_in_001,18
2024,다라0850,to_in_001,671
2024,다라0851,to_in_001,518
2024,다라0852,to_in_001,133
2024,다라0853,to_in_001,63
2024,다라0854,to_in_001,79
2024,다라0855,to_in_001,100
2024,다라0856,to_in_001,38
2024,다라0857,to_in_001,28
2024,다라0858,to_in_001,28
2024,다라0859,to_in_001,108
2024,다라0860,to_in_001,93
2024,다라0861,to_in_001,43
2024,다라0862,to_in_001,58
2024,다라0864,to_in_001,28
2024,다라0865,to_in_001,83
2024,다라0866,to_in_001,8
2024,다라0867,to_in_001,48
2024,다라0868,to_in_001,98
2024,다라0869,to_in_001,13
2024,다라0870,to_in_001,123
2024,다라0871,to_in_001,48
2024,다라0872,to_in_001,58
2024,다라0873,to_in_001,8
2024,다라0874,to_in_001,53
2024,다라0875,to_in_001,63
2024,다라0876,to_in_001,98
2024,다라0877,to_in_001,153
2024,다라0878,to_in_001,33
2024,다라0879,to_in_001,88
2024,다라0880,to_in_001,68
2024,다라0881,to_in_001,48
2024,다라0882,to_in_001,88
2024,다라0883,to_in_001,28
2024,다라0884,to_in_001,138
2024,다라0885,to_in_001,113
2024,다라0886,to_in_001,98
2024,다라0887,to_in_001,5
2024,다라0888,to_in_001,53
2024,다라0889,to_in_001,93
2024,다라0890,to_in_001,5
2024,다라0891,to_in_001,49
2024,다라0892,to_in_001,18
2024,다라0893,to_in_001,58
2024,다라0894,to_in_001,78
2024,다라0895,to_in_001,123
2024,다라0896,to_in_001,48
2024,다라0897,to_in_001,532
2024,다라0898,to_in_001,2296
2024,다라0899,to_in_001,1413
2024,다라0900,to_in_001,73
2024,다라0901,to_in_001,118
2024,다라0902,to_in_001,103
2024,다라0903,to_in_001,28
2024,다라0904,to_in_001,108
2024,다라0905,to_in_001,43
2024,다라0908,to_in_001,18
2024,다라0909,to_in_001,18
2024,다라0910,to_in_001,88
2024,다라0911,to_in_001,283
2024,다라0912,to_in_001,5
2024,다라0913,to_in_001,13
2024,다라0914,to_in_001,33
2024,다라0916,to_in_001,13
2024,다라0917,to_in_001,63
2024,다라0918,to_in_001,18
2024,다라0920,to_in_001,13
2024,다라0921,to_in_001,43
2024,다라0922,to_in_001,23
2024,다라0923,to_in_001,28
2024,다라0924,to_in_001,58
2024,다라0925,to_in_001,63
2024,다라0926,to_in_001,5
2024,다라0936,to_in_001,13
2024,다라0937,to_in_001,48
2024,다라0938,to_in_001,183
2024,다라0939,to_in_001,163
2024,다라0940,to_in_001,5
2024,다라0943,to_in_001,38
2024,다라0944,to_in_001,113
2024,다라0945,to_in_001,33
2024,다라0946,to_in_001,13
2024,다라0947,to_in_001,78
2024,다라0948,to_in_001,88
2024,다라0949,to_in_001,183
2024,다라0950,to_in_001,128
2024,다라0951,to_in_001,138
2024,다라0952,to_in_001,198
2024,다라0953,to_in_001,143
2024,다라0954,to_in_001,128
2024,다라0955,to_in_001,23
2024,다라0956,to_in_001,33
2024,다라0957,to_in_001,33
2024,다라0958,to_in_001,63
2024,다라0959,to_in_001,18
2024,다라0960,to_in_001,83
2024,다라0961,to_in_001,48
2024,다라0962,to_in_001,63
2024,다라0963,to_in_001,88
2024,다라0964,to_in_001,8
2024,다라0965,to_in_001,5
2024,다라0966,to_in_001,8
2024,다라0967,to_in_001,68
2024,다라0968,to_in_001,203
2024,다라0969,to_in_001,148
2024,다라0970,to_in_001,93
2024,다라0971,to_in_001,88
2024,다라0972,to_in_001,98
2024,다라0973,to_in_001,53
2024,다라0974,to_in_001,246
2024,다라0975,to_in_001,128
2024,다라0976,to_in_001,28
2024,다라0977,to_in_001,8
2024,다라0978,to_in_001,103
2024,다라0979,to_in_001,53
2024,다라0980,to_in_001,78
2024,다라0981,to_in_001,38
2024,다라0983,to_in_001,8
2024,다라0984,to_in_001,43
2024,다라0985,to_in_001,28
2024,다라0986,to_in_001,78
2024,다라0987,to_in_001,48
2024,다라0988,to_in_001,18
2024,다라0989,to_in_001,48
2024,다라0990,to_in_001,48
2024,다라0991,to_in_001,103
2024,다라0992,to_in_001,73
2024,다라0993,to_in_001,98
2024,다라0994,to_in_001,128
2024,다라0995,to_in_001,147
2024,다라0996,to_in_001,218
2024,다라0997,to_in_001,3378
2024,다라0998,to_in_001,4792
2024,다라0999,to_in_001,498
2024,다라1000,to_in_001,8
2024,다라1001,to_in_001,18
2024,다라1002,to_in_001,38
2024,다라1004,to_in_001,73
2024,다라1005,to_in_001,33
2024,다라1009,to_in_001,8
2024,다라1010,to_in_001,5
2024,다라1011,to_in_001,8
2024,다라1012,to_in_001,28
2024,다라1013,to_in_001,28
2024,다라1014,to_in_001,48
2024,다라1015,to_in_001,13
2024,다라1016,to_in_001,43
2024,다라1017,to_in_001,23
2024,다라1018,to_in_001,5
2024,다라1021,to_in_001,0
2024,다라1022,to_in_001,33
2024,다라1023,to_in_001,58
2024,다라1024,to_in_001,43
2024,다라1025,to_in_001,88
2024,다라1027,to_in_001,8
2024,다라1028,to_in_001,38
2024,다라1034,to_in_001,5
2024,다라1035,to_in_001,5
2024,다라1036,to_in_001,88
2024,다라1037,to_in_001,143
2024,다라1038,to_in_001,83
2024,다라1039,to_in_001,18
2024,다라1041,to_in_001,8
2024,다라1042,to_in_001,33
2024,다라1043,to_in_001,5
2024,다라1044,to_in_001,5
2024,다라1045,to_in_001,13
2024,다라1046,to_in_001,5
2024,다라1047,to_in_001,18
2024,다라1048,to_in_001,73
2024,다라1049,to_in_001,143
2024,다라1050,to_in_001,148
2024,다라1052,to_in_001,138
2024,다라1053,to_in_001,133
2024,다라1054,to_in_001,68
2024,다라1055,to_in_001,68
2024,다라1056,to_in_001,123
2024,다라1058,to_in_001,13
2024,다라1059,to_in_001,23
2024,다라1060,to_in_001,43
2024,다라1061,to_in_001,38
2024,다라1062,to_in_001,28
2024,다라1063,to_in_001,103
2024,다라1064,to_in_001,108
2024,다라1065,to_in_001,78
2024,다라1066,to_in_001,38
2024,다라1067,to_in_001,28
2024,다라1068,to_in_001,323
2024,다라1069,to_in_001,103
2024,다라1070,to_in_001,28
2024,다라1071,to_in_001,5
2024,다라1072,to_in_001,38
2024,다라1073,to_in_001,138
2024,다라1074,to_in_001,3982
2024,다라1075,to_in_001,278
2024,다라1076,to_in_001,83
2024,다라1077,to_in_001,148
2024,다라1078,to_in_001,23
2024,다라1079,to_in_001,108
2024,다라1080,to_in_001,8
2024,다라1083,to_in_001,5
2024,다라1084,to_in_001,5
2024,다라1085,to_in_001,13
2024,다라1086,to_in_001,33
2024,다라1087,to_in_001,38
2024,다라1090,to_in_001,68
2024,다라1091,to_in_001,8
2024,다라1093,to_in_001,13
2024,다라1094,to_in_001,18
2024,다라1095,to_in_001,28
2024,다라1096,to_in_001,221
2024,다라1097,to_in_001,3597
2024,다라1098,to_in_001,2791
2024,다라1099,to_in_001,68
2024,다라1100,to_in_001,8
2024,다라1101,to_in_001,108
2024,다라1102,to_in_001,113
2024,다라1104,to_in_001,18
2024,다라1105,to_in_001,128
2024,다라1106,to_in_001,23
2024,다라1107,to_in_001,23
2024,다라1108,to_in_001,38
2024,다라1110,to_in_001,8
2024,다라1111,to_in_001,0
2024,다라1113,to_in_001,48
2024,다라1114,to_in_001,93
2024,다라1115,to_in_001,8
2024,다라1116,to_in_001,13
2024,다라1117,to_in_001,8
2024,다라1118,to_in_001,0
2024,다라1119,to_in_001,12
2024,다라1121,to_in_001,38
2024,다라1122,to_in_001,53
2024,다라1123,to_in_001,28
2024,다라1124,to_in_001,53
2024,다라1125,to_in_001,23
2024,다라1126,to_in_001,38
2024,다라1127,to_in_001,8
2024,다라1132,to_in_001,23
2024,다라1133,to_in_001,5
2024,다라1134,to_in_001,38
2024,다라1135,to_in_001,128
2024,다라1136,to_in_001,68
2024,다라1137,to_in_001,168
2024,다라1138,to_in_001,8
2024,다라1139,to_in_001,18
2024,다라1140,to_in_001,88
2024,다라1141,to_in_001,63
2024,다라1142,to_in_001,13
2024,다라1143,to_in_001,33
2024,다라1144,to_in_001,38
2024,다라1146,to_in_001,5
2024,다라1147,to_in_001,5
2024,다라1149,to_in_001,8
2024,다라1150,to_in_001,5
2024,다라1151,to_in_001,58
2024,다라1152,to_in_001,143
2024,다라1153,to_in_001,58
2024,다라1154,to_in_001,58
2024,다라1155,to_in_001,5
2024,다라1156,to_in_001,18
2024,다라1157,to_in_001,33
2024,다라1158,to_in_001,53
2024,다라1159,to_in_001,28
2024,다라1160,to_in_001,5
2024,다라1162,to_in_001,8
2024,다라1163,to_in_001,23
2024,다라1164,to_in_001,43
2024,다라1165,to_in_001,73
2024,다라1166,to_in_001,53
2024,다라1167,to_in_001,38
2024,다라1168,to_in_001,63
2024,다라1169,to_in_001,53
2024,다라1170,to_in_001,440
2024,다라1171,to_in_001,53
2024,다라1172,to_in_001,33
2024,다라1173,to_in_001,78
2024,다라1174,to_in_001,428
2024,다라1175,to_in_001,433
2024,다라1176,to_in_001,5
2024,다라1177,to_in_001,28
2024,다라1179,to_in_001,8
2024,다라1180,to_in_001,18
2024,다라1182,to_in_001,13
2024,다라1183,to_in_001,23
